underlying_id,valuedate,settle_value,ticker
BO  Q7,3-Dec-15,32.09,BOQ7 Comdty
BO  Z5,4-Dec-15,31.8,BOZ5 Comdty
BO  U7,4-Dec-15,33.05,BOU7 Comdty
BO  V7,4-Dec-15,32.92,BOV7 Comdty
BO  K7,4-Dec-15,32.94,BOK7 Comdty
BO  K6,4-Dec-15,32.35,BOK6 Comdty
BO  Z7,4-Dec-15,32.86,BOZ7 Comdty
BO  N6,4-Dec-15,32.46,BON6 Comdty
BO  Q7,4-Dec-15,33.12,BOQ7 Comdty
BO  Q6,4-Dec-15,32.46,BOQ6 Comdty
BO  F7,4-Dec-15,32.58,BOF7 Comdty
BO  N8,4-Dec-15,32.86,BON8 Comdty
BO  V6,4-Dec-15,32.39,BOV6 Comdty
BO  N7,4-Dec-15,33.09,BON7 Comdty
BO  H7,4-Dec-15,32.79,BOH7 Comdty
BO  F6,4-Dec-15,32.08,BOF16 Comdty
BO  Z8,4-Dec-15,32.86,BOZ8 Comdty
BO  U6,4-Dec-15,32.49,BOU6 Comdty
BO  H6,4-Dec-15,32.26,BOH6 Comdty
BO  Z6,4-Dec-15,32.39,BOZ6 Comdty
BO  V8,4-Dec-15,32.86,BOV8 Comdty
BO  Q6,7-Dec-15,31.76,BOQ6 Comdty
BO  K6,7-Dec-15,31.62,BOK6 Comdty
BO  V7,7-Dec-15,32.33,BOV7 Comdty
BO  Z5,7-Dec-15,30.98,BOZ5 Comdty
BO  K7,7-Dec-15,32.24,BOK7 Comdty
BO  U7,7-Dec-15,32.43,BOU7 Comdty
BO  V6,7-Dec-15,31.68,BOV6 Comdty
BO  N6,7-Dec-15,31.76,BON6 Comdty
BO  Z7,7-Dec-15,32.26,BOZ7 Comdty
BO  F6,7-Dec-15,31.25,BOF16 Comdty
BO  H6,7-Dec-15,31.47,BOH6 Comdty
BO  Z6,7-Dec-15,31.68,BOZ6 Comdty
BO  U6,7-Dec-15,31.77,BOU6 Comdty
BO  Q7,7-Dec-15,32.44,BOQ7 Comdty
BO  V8,7-Dec-15,32.26,BOV8 Comdty
BO  N7,7-Dec-15,32.4,BON7 Comdty
BO  F7,7-Dec-15,31.88,BOF7 Comdty
BO  H7,7-Dec-15,32.09,BOH7 Comdty
BO  N8,7-Dec-15,32.26,BON8 Comdty
BO  Z8,7-Dec-15,32.26,BOZ8 Comdty
BO  V7,8-Dec-15,32.52,BOV7 Comdty
BO  N6,8-Dec-15,31.96,BON6 Comdty
BO  Q6,8-Dec-15,31.97,BOQ6 Comdty
BO  U7,8-Dec-15,32.62,BOU7 Comdty
BO  Z5,8-Dec-15,31.23,BOZ5 Comdty
BO  K6,8-Dec-15,31.85,BOK6 Comdty
BO  N7,8-Dec-15,32.61,BON7 Comdty
BO  N8,8-Dec-15,32.48,BON8 Comdty
BO  Z7,8-Dec-15,32.48,BOZ7 Comdty
BO  K7,8-Dec-15,32.43,BOK7 Comdty
BO  H6,8-Dec-15,31.7,BOH6 Comdty
BO  Z6,8-Dec-15,31.87,BOZ6 Comdty
BO  H7,8-Dec-15,32.28,BOH7 Comdty
BO  V6,8-Dec-15,31.89,BOV6 Comdty
BO  F6,8-Dec-15,31.49,BOF16 Comdty
BO  Q7,8-Dec-15,32.64,BOQ7 Comdty
BO  U6,8-Dec-15,31.98,BOU6 Comdty
BO  V8,8-Dec-15,32.48,BOV8 Comdty
BO  F7,8-Dec-15,32.07,BOF7 Comdty
BO  Z8,8-Dec-15,32.48,BOZ8 Comdty
BO  V7,9-Dec-15,32.2,BOV7 Comdty
BO  U7,9-Dec-15,32.31,BOU7 Comdty
BO  N6,9-Dec-15,31.64,BON6 Comdty
BO  Z5,9-Dec-15,30.86,BOZ5 Comdty
BO  Q6,9-Dec-15,31.65,BOQ6 Comdty
BO  K7,9-Dec-15,32.15,BOK7 Comdty
BO  K6,9-Dec-15,31.5,BOK6 Comdty
BO  H6,9-Dec-15,31.34,BOH6 Comdty
BO  F6,9-Dec-15,31.11,BOF16 Comdty
BO  Z6,9-Dec-15,31.59,BOZ6 Comdty
BO  N7,9-Dec-15,32.28,BON7 Comdty
BO  H7,9-Dec-15,32,BOH7 Comdty
BO  Z8,9-Dec-15,32.17,BOZ8 Comdty
BO  Q7,9-Dec-15,32.31,BOQ7 Comdty
BO  N8,9-Dec-15,32.17,BON8 Comdty
BO  U6,9-Dec-15,31.68,BOU6 Comdty
BO  Z7,9-Dec-15,32.17,BOZ7 Comdty
BO  V6,9-Dec-15,31.57,BOV6 Comdty
BO  V8,9-Dec-15,32.17,BOV8 Comdty
BO  F7,9-Dec-15,31.8,BOF7 Comdty
BO  K7,10-Dec-15,32.85,BOK7 Comdty
BO  Q6,10-Dec-15,32.37,BOQ6 Comdty
BO  K6,10-Dec-15,32.18,BOK6 Comdty
BO  N6,10-Dec-15,32.34,BON6 Comdty
BO  U7,10-Dec-15,32.99,BOU7 Comdty
BO  Z5,10-Dec-15,31.51,BOZ5 Comdty
BO  V6,10-Dec-15,32.28,BOV6 Comdty
BO  H7,10-Dec-15,32.7,BOH7 Comdty
BO  N7,10-Dec-15,32.97,BON7 Comdty
BO  H6,10-Dec-15,32.03,BOH6 Comdty
BO  U6,10-Dec-15,32.38,BOU6 Comdty
BO  Z7,10-Dec-15,32.84,BOZ7 Comdty
BO  Z6,10-Dec-15,32.29,BOZ6 Comdty
BO  F6,10-Dec-15,31.79,BOF16 Comdty
BO  F7,10-Dec-15,32.49,BOF7 Comdty
BO  V8,10-Dec-15,32.84,BOV8 Comdty
BO  Z8,10-Dec-15,32.84,BOZ8 Comdty
BO  Q7,10-Dec-15,32.99,BOQ7 Comdty
BO  N8,10-Dec-15,32.84,BON8 Comdty
BO  V7,10-Dec-15,32.87,BOV7 Comdty
BO  K6,11-Dec-15,31.76,BOK6 Comdty
BO  Z5,11-Dec-15,31.08,BOZ5 Comdty
BO  Q6,11-Dec-15,31.92,BOQ6 Comdty
BO  U6,11-Dec-15,31.92,BOU6 Comdty
BO  K7,11-Dec-15,32.46,BOK7 Comdty
BO  F6,11-Dec-15,31.36,BOF16 Comdty
BO  U7,11-Dec-15,32.58,BOU7 Comdty
BO  H7,11-Dec-15,32.29,BOH7 Comdty
BO  N6,11-Dec-15,31.91,BON6 Comdty
BO  H6,11-Dec-15,31.6,BOH6 Comdty
BO  Q7,11-Dec-15,32.59,BOQ7 Comdty
BO  Z6,11-Dec-15,31.86,BOZ6 Comdty
BO  F7,11-Dec-15,32.08,BOF7 Comdty
BO  V8,11-Dec-15,32.43,BOV8 Comdty
BO  V6,11-Dec-15,31.84,BOV6 Comdty
BO  N7,11-Dec-15,32.57,BON7 Comdty
BO  Z7,11-Dec-15,32.43,BOZ7 Comdty
BO  Z8,11-Dec-15,32.43,BOZ8 Comdty
BO  N8,11-Dec-15,32.43,BON8 Comdty
BO  V7,11-Dec-15,32.46,BOV7 Comdty
BO  U7,14-Dec-15,32.27,BOU7 Comdty
BO  K7,14-Dec-15,32.18,BOK7 Comdty
BO  U8,14-Dec-15,32.08,BOU8 Comdty
BO  N6,14-Dec-15,31.69,BON6 Comdty
BO  K6,14-Dec-15,31.53,BOK6 Comdty
BO  Z5,14-Dec-15,31.3,BOZ5 Comdty
BO  Q6,14-Dec-15,31.69,BOQ6 Comdty
BO  H7,14-Dec-15,32.04,BOH7 Comdty
BO  N8,14-Dec-15,32.08,BON8 Comdty
BO  F6,14-Dec-15,31.12,BOF16 Comdty
BO  Z6,14-Dec-15,31.61,BOZ6 Comdty
BO  U6,14-Dec-15,31.69,BOU6 Comdty
BO  F7,14-Dec-15,31.83,BOF7 Comdty
BO  H6,14-Dec-15,31.37,BOH6 Comdty
BO  V6,14-Dec-15,31.62,BOV6 Comdty
BO  V9,14-Dec-15,32.08,BOV9 Comdty
BO  V8,14-Dec-15,32.08,BOV8 Comdty
BO  N7,14-Dec-15,32.31,BON7 Comdty
BO  N9,14-Dec-15,32.08,BON9 Comdty
BO  F8,14-Dec-15,32.08,BOF8 Comdty
BO  V7,14-Dec-15,32.1,BOV7 Comdty
BO  K8,14-Dec-15,32.08,BOK8 Comdty
BO  Z8,14-Dec-15,32.08,BOZ8 Comdty
BO  Z7,14-Dec-15,32.08,BOZ7 Comdty
BO  Q7,14-Dec-15,32.28,BOQ7 Comdty
BO  Q8,14-Dec-15,32.08,BOQ8 Comdty
BO  H8,14-Dec-15,32.08,BOH8 Comdty
BO  Z9,14-Dec-15,32.08,BOZ9 Comdty
BO  Q6,15-Dec-15,31.32,BOQ6 Comdty
BO  V9,15-Dec-15,31.77,BOV9 Comdty
BO  N6,15-Dec-15,31.28,BON6 Comdty
BO  Z9,15-Dec-15,31.77,BOZ9 Comdty
BO  K6,15-Dec-15,31.1,BOK6 Comdty
BO  U6,15-Dec-15,31.35,BOU6 Comdty
BO  N8,15-Dec-15,31.77,BON8 Comdty
BO  Z6,15-Dec-15,31.31,BOZ6 Comdty
BO  V7,15-Dec-15,31.79,BOV7 Comdty
BO  F7,15-Dec-15,31.53,BOF7 Comdty
BO  K7,15-Dec-15,31.89,BOK7 Comdty
BO  H8,15-Dec-15,31.77,BOH8 Comdty
BO  Q8,15-Dec-15,31.77,BOQ8 Comdty
BO  Z7,15-Dec-15,31.77,BOZ7 Comdty
BO  U7,15-Dec-15,31.97,BOU7 Comdty
BO  N9,15-Dec-15,31.77,BON9 Comdty
BO  H7,15-Dec-15,31.74,BOH7 Comdty
BO  Z8,15-Dec-15,31.77,BOZ8 Comdty
BO  V6,15-Dec-15,31.29,BOV6 Comdty
BO  N7,15-Dec-15,32.01,BON7 Comdty
BO  H6,15-Dec-15,30.94,BOH6 Comdty
BO  F6,15-Dec-15,30.7,BOF16 Comdty
BO  Q7,15-Dec-15,31.99,BOQ7 Comdty
BO  K8,15-Dec-15,31.77,BOK8 Comdty
BO  V8,15-Dec-15,31.77,BOV8 Comdty
BO  F8,15-Dec-15,31.77,BOF8 Comdty
BO  U8,15-Dec-15,31.77,BOU8 Comdty
BO  N6,16-Dec-15,31,BON6 Comdty
BO  U7,16-Dec-15,31.82,BOU7 Comdty
BO  K7,16-Dec-15,31.73,BOK7 Comdty
BO  K6,16-Dec-15,30.8,BOK6 Comdty
BO  Z9,16-Dec-15,31.7,BOZ9 Comdty
BO  Q6,16-Dec-15,31.04,BOQ6 Comdty
BO  H6,16-Dec-15,30.6,BOH6 Comdty
BO  Q8,16-Dec-15,31.7,BOQ8 Comdty
BO  N7,16-Dec-15,31.85,BON7 Comdty
BO  U8,16-Dec-15,31.7,BOU8 Comdty
BO  H7,16-Dec-15,31.58,BOH7 Comdty
BO  V6,16-Dec-15,31.08,BOV6 Comdty
BO  Z6,16-Dec-15,31.13,BOZ6 Comdty
BO  F7,16-Dec-15,31.37,BOF7 Comdty
BO  F6,16-Dec-15,30.37,BOF16 Comdty
BO  U6,16-Dec-15,31.08,BOU6 Comdty
BO  Q7,16-Dec-15,31.84,BOQ7 Comdty
BO  Z7,16-Dec-15,31.7,BOZ7 Comdty
BO  V8,16-Dec-15,31.7,BOV8 Comdty
BO  H8,16-Dec-15,31.7,BOH8 Comdty
BO  N9,16-Dec-15,31.7,BON9 Comdty
BO  V9,16-Dec-15,31.7,BOV9 Comdty
BO  Z8,16-Dec-15,31.7,BOZ8 Comdty
BO  F8,16-Dec-15,31.7,BOF8 Comdty
BO  K8,16-Dec-15,31.7,BOK8 Comdty
BO  N8,16-Dec-15,31.7,BON8 Comdty
BO  V7,16-Dec-15,31.68,BOV7 Comdty
BO  U7,17-Dec-15,31.6,BOU7 Comdty
BO  N6,17-Dec-15,30.75,BON6 Comdty
BO  K7,17-Dec-15,31.54,BOK7 Comdty
BO  Q6,17-Dec-15,30.81,BOQ6 Comdty
BO  K6,17-Dec-15,30.53,BOK6 Comdty
BO  U8,17-Dec-15,31.46,BOU8 Comdty
BO  N8,17-Dec-15,31.46,BON8 Comdty
BO  Z9,17-Dec-15,31.46,BOZ9 Comdty
BO  V7,17-Dec-15,31.43,BOV7 Comdty
BO  Q8,17-Dec-15,31.46,BOQ8 Comdty
BO  V9,17-Dec-15,31.46,BOV9 Comdty
BO  F7,17-Dec-15,31.16,BOF7 Comdty
BO  N7,17-Dec-15,31.67,BON7 Comdty
BO  F6,17-Dec-15,30.07,BOF16 Comdty
BO  U6,17-Dec-15,30.85,BOU6 Comdty
BO  H7,17-Dec-15,31.37,BOH7 Comdty
BO  Z6,17-Dec-15,30.92,BOZ6 Comdty
BO  K8,17-Dec-15,31.46,BOK8 Comdty
BO  H6,17-Dec-15,30.31,BOH6 Comdty
BO  Z7,17-Dec-15,31.46,BOZ7 Comdty
BO  V6,17-Dec-15,30.85,BOV6 Comdty
BO  Z8,17-Dec-15,31.46,BOZ8 Comdty
BO  Q7,17-Dec-15,31.66,BOQ7 Comdty
BO  H8,17-Dec-15,31.46,BOH8 Comdty
BO  V8,17-Dec-15,31.46,BOV8 Comdty
BO  N9,17-Dec-15,31.46,BON9 Comdty
BO  F8,17-Dec-15,31.46,BOF8 Comdty
BO  K6,18-Dec-15,31.01,BOK6 Comdty
BO  N6,18-Dec-15,31.22,BON6 Comdty
BO  Q6,18-Dec-15,31.26,BOQ6 Comdty
BO  N8,18-Dec-15,31.79,BON8 Comdty
BO  K7,18-Dec-15,31.9,BOK7 Comdty
BO  V9,18-Dec-15,31.79,BOV9 Comdty
BO  Z9,18-Dec-15,31.79,BOZ9 Comdty
BO  V7,18-Dec-15,31.75,BOV7 Comdty
BO  U7,18-Dec-15,31.89,BOU7 Comdty
BO  Q8,18-Dec-15,31.79,BOQ8 Comdty
BO  F6,18-Dec-15,30.53,BOF16 Comdty
BO  U6,18-Dec-15,31.28,BOU6 Comdty
BO  H7,18-Dec-15,31.76,BOH7 Comdty
BO  H6,18-Dec-15,30.79,BOH6 Comdty
BO  V6,18-Dec-15,31.25,BOV6 Comdty
BO  F7,18-Dec-15,31.57,BOF7 Comdty
BO  K8,18-Dec-15,31.79,BOK8 Comdty
BO  Z6,18-Dec-15,31.33,BOZ6 Comdty
BO  N7,18-Dec-15,32.02,BON7 Comdty
BO  Q7,18-Dec-15,31.97,BOQ7 Comdty
BO  F8,18-Dec-15,31.79,BOF8 Comdty
BO  H8,18-Dec-15,31.79,BOH8 Comdty
BO  U8,18-Dec-15,31.79,BOU8 Comdty
BO  Z7,18-Dec-15,31.79,BOZ7 Comdty
BO  V8,18-Dec-15,31.79,BOV8 Comdty
BO  N9,18-Dec-15,31.79,BON9 Comdty
BO  Z8,18-Dec-15,31.79,BOZ8 Comdty
BO  N6,21-Dec-15,31.46,BON6 Comdty
BO  U7,21-Dec-15,32.13,BOU7 Comdty
BO  Q6,21-Dec-15,31.5,BOQ6 Comdty
BO  U8,21-Dec-15,32.01,BOU8 Comdty
BO  K6,21-Dec-15,31.25,BOK6 Comdty
BO  F6,21-Dec-15,30.77,BOF16 Comdty
BO  N8,21-Dec-15,32.01,BON8 Comdty
BO  U6,21-Dec-15,31.51,BOU6 Comdty
BO  H7,21-Dec-15,31.99,BOH7 Comdty
BO  V6,21-Dec-15,31.48,BOV6 Comdty
BO  F7,21-Dec-15,31.79,BOF7 Comdty
BO  N7,21-Dec-15,32.26,BON7 Comdty
BO  H6,21-Dec-15,31.03,BOH6 Comdty
BO  Z6,21-Dec-15,31.56,BOZ6 Comdty
BO  N9,21-Dec-15,32.01,BON9 Comdty
BO  V8,21-Dec-15,32.01,BOV8 Comdty
BO  Z8,21-Dec-15,32.01,BOZ8 Comdty
BO  V9,21-Dec-15,32.01,BOV9 Comdty
BO  V7,21-Dec-15,31.96,BOV7 Comdty
BO  K8,21-Dec-15,32.01,BOK8 Comdty
BO  F8,21-Dec-15,32.01,BOF8 Comdty
BO  K7,21-Dec-15,32.15,BOK7 Comdty
BO  Q7,21-Dec-15,32.21,BOQ7 Comdty
BO  Z9,21-Dec-15,32.01,BOZ9 Comdty
BO  H8,21-Dec-15,32.01,BOH8 Comdty
BO  Q8,21-Dec-15,32.01,BOQ8 Comdty
BO  Z7,21-Dec-15,32.01,BOZ7 Comdty
BO  K6,22-Dec-15,30.9,BOK6 Comdty
BO  N6,22-Dec-15,31.11,BON6 Comdty
BO  U8,22-Dec-15,31.68,BOU8 Comdty
BO  Q6,22-Dec-15,31.16,BOQ6 Comdty
BO  K7,22-Dec-15,31.8,BOK7 Comdty
BO  N8,22-Dec-15,31.68,BON8 Comdty
BO  Z9,22-Dec-15,31.68,BOZ9 Comdty
BO  V7,22-Dec-15,31.66,BOV7 Comdty
BO  Q8,22-Dec-15,31.68,BOQ8 Comdty
BO  V9,22-Dec-15,31.68,BOV9 Comdty
BO  Z6,22-Dec-15,31.2,BOZ6 Comdty
BO  U7,22-Dec-15,31.83,BOU7 Comdty
BO  H6,22-Dec-15,30.69,BOH6 Comdty
BO  U6,22-Dec-15,31.18,BOU6 Comdty
BO  F7,22-Dec-15,31.44,BOF7 Comdty
BO  V6,22-Dec-15,31.15,BOV6 Comdty
BO  F6,22-Dec-15,30.44,BOF16 Comdty
BO  H7,22-Dec-15,31.65,BOH7 Comdty
BO  Q7,22-Dec-15,31.89,BOQ7 Comdty
BO  H8,22-Dec-15,31.68,BOH8 Comdty
BO  K8,22-Dec-15,31.68,BOK8 Comdty
BO  Z7,22-Dec-15,31.68,BOZ7 Comdty
BO  V8,22-Dec-15,31.68,BOV8 Comdty
BO  N9,22-Dec-15,31.68,BON9 Comdty
BO  Z8,22-Dec-15,31.68,BOZ8 Comdty
BO  N7,22-Dec-15,31.93,BON7 Comdty
BO  F8,22-Dec-15,31.68,BOF8 Comdty
BO  N6,23-Dec-15,31.17,BON6 Comdty
BO  K6,23-Dec-15,30.96,BOK6 Comdty
BO  Q6,23-Dec-15,31.2,BOQ6 Comdty
BO  K7,23-Dec-15,31.83,BOK7 Comdty
BO  U8,23-Dec-15,31.68,BOU8 Comdty
BO  N8,23-Dec-15,31.68,BON8 Comdty
BO  V7,23-Dec-15,31.64,BOV7 Comdty
BO  V9,23-Dec-15,31.68,BOV9 Comdty
BO  Z9,23-Dec-15,31.68,BOZ9 Comdty
BO  Q8,23-Dec-15,31.68,BOQ8 Comdty
BO  U7,23-Dec-15,31.81,BOU7 Comdty
BO  F7,23-Dec-15,31.49,BOF7 Comdty
BO  U6,23-Dec-15,31.23,BOU6 Comdty
BO  V6,23-Dec-15,31.2,BOV6 Comdty
BO  H6,23-Dec-15,30.76,BOH6 Comdty
BO  Z6,23-Dec-15,31.25,BOZ6 Comdty
BO  H7,23-Dec-15,31.69,BOH7 Comdty
BO  F6,23-Dec-15,30.52,BOF16 Comdty
BO  K8,23-Dec-15,31.68,BOK8 Comdty
BO  Q7,23-Dec-15,31.89,BOQ7 Comdty
BO  V8,23-Dec-15,31.68,BOV8 Comdty
BO  H8,23-Dec-15,31.68,BOH8 Comdty
BO  Z7,23-Dec-15,31.68,BOZ7 Comdty
BO  N9,23-Dec-15,31.68,BON9 Comdty
BO  Z8,23-Dec-15,31.68,BOZ8 Comdty
BO  N7,23-Dec-15,31.95,BON7 Comdty
BO  F8,23-Dec-15,31.68,BOF8 Comdty
BO  K6,24-Dec-15,31.29,BOK6 Comdty
BO  Q6,24-Dec-15,31.51,BOQ6 Comdty
BO  N6,24-Dec-15,31.49,BON6 Comdty
BO  K7,24-Dec-15,32.11,BOK7 Comdty
BO  V7,24-Dec-15,31.9,BOV7 Comdty
BO  N8,24-Dec-15,31.93,BON8 Comdty
BO  Z9,24-Dec-15,31.93,BOZ9 Comdty
BO  V9,24-Dec-15,31.93,BOV9 Comdty
BO  U7,24-Dec-15,32.07,BOU7 Comdty
BO  Q8,24-Dec-15,31.93,BOQ8 Comdty
BO  U6,24-Dec-15,31.53,BOU6 Comdty
BO  H7,24-Dec-15,31.96,BOH7 Comdty
BO  F6,24-Dec-15,30.87,BOF16 Comdty
BO  H6,24-Dec-15,31.1,BOH6 Comdty
BO  H8,24-Dec-15,31.93,BOH8 Comdty
BO  V6,24-Dec-15,31.48,BOV6 Comdty
BO  Z7,24-Dec-15,31.93,BOZ7 Comdty
BO  Z6,24-Dec-15,31.52,BOZ6 Comdty
BO  V8,24-Dec-15,31.93,BOV8 Comdty
BO  F7,24-Dec-15,31.75,BOF7 Comdty
BO  N9,24-Dec-15,31.93,BON9 Comdty
BO  Q7,24-Dec-15,32.15,BOQ7 Comdty
BO  Z8,24-Dec-15,31.93,BOZ8 Comdty
BO  K8,24-Dec-15,31.93,BOK8 Comdty
BO  N7,24-Dec-15,32.22,BON7 Comdty
BO  F8,24-Dec-15,31.93,BOF8 Comdty
BO  U8,24-Dec-15,31.93,BOU8 Comdty
BO  N6,28-Dec-15,30.85,BON6 Comdty
BO  K7,28-Dec-15,31.53,BOK7 Comdty
BO  Q6,28-Dec-15,30.89,BOQ6 Comdty
BO  K6,28-Dec-15,30.64,BOK6 Comdty
BO  V7,28-Dec-15,31.49,BOV7 Comdty
BO  U7,28-Dec-15,31.66,BOU7 Comdty
BO  Z9,28-Dec-15,31.51,BOZ9 Comdty
BO  N8,28-Dec-15,31.51,BON8 Comdty
BO  Q8,28-Dec-15,31.51,BOQ8 Comdty
BO  V9,28-Dec-15,31.51,BOV9 Comdty
BO  F6,28-Dec-15,30.2,BOF16 Comdty
BO  H6,28-Dec-15,30.44,BOH6 Comdty
BO  U6,28-Dec-15,30.91,BOU6 Comdty
BO  F7,28-Dec-15,31.19,BOF7 Comdty
BO  Z6,28-Dec-15,30.95,BOZ6 Comdty
BO  V6,28-Dec-15,30.9,BOV6 Comdty
BO  H8,28-Dec-15,31.51,BOH8 Comdty
BO  H7,28-Dec-15,31.37,BOH7 Comdty
BO  K8,28-Dec-15,31.51,BOK8 Comdty
BO  Z7,28-Dec-15,31.51,BOZ7 Comdty
BO  Z8,28-Dec-15,31.51,BOZ8 Comdty
BO  U8,28-Dec-15,31.51,BOU8 Comdty
BO  V8,28-Dec-15,31.51,BOV8 Comdty
BO  N9,28-Dec-15,31.51,BON9 Comdty
BO  N7,28-Dec-15,31.65,BON7 Comdty
BO  F8,28-Dec-15,31.51,BOF8 Comdty
BO  Q7,28-Dec-15,31.63,BOQ7 Comdty
BO  K6,29-Dec-15,30.97,BOK6 Comdty
BO  K7,29-Dec-15,31.9,BOK7 Comdty
BO  N6,29-Dec-15,31.18,BON6 Comdty
BO  Q6,29-Dec-15,31.21,BOQ6 Comdty
BO  U8,29-Dec-15,31.87,BOU8 Comdty
BO  N8,29-Dec-15,31.87,BON8 Comdty
BO  V7,29-Dec-15,31.86,BOV7 Comdty
BO  V9,29-Dec-15,31.87,BOV9 Comdty
BO  H7,29-Dec-15,31.69,BOH7 Comdty
BO  H6,29-Dec-15,30.77,BOH6 Comdty
BO  F6,29-Dec-15,30.52,BOF16 Comdty
BO  U6,29-Dec-15,31.24,BOU6 Comdty
BO  N7,29-Dec-15,32.02,BON7 Comdty
BO  Z6,29-Dec-15,31.28,BOZ6 Comdty
BO  F7,29-Dec-15,31.5,BOF7 Comdty
BO  V6,29-Dec-15,31.22,BOV6 Comdty
BO  N9,29-Dec-15,31.87,BON9 Comdty
BO  H8,29-Dec-15,31.87,BOH8 Comdty
BO  Z8,29-Dec-15,31.87,BOZ8 Comdty
BO  Z7,29-Dec-15,31.87,BOZ7 Comdty
BO  F8,29-Dec-15,31.87,BOF8 Comdty
BO  Q8,29-Dec-15,31.87,BOQ8 Comdty
BO  Q7,29-Dec-15,32.01,BOQ7 Comdty
BO  U7,29-Dec-15,32.03,BOU7 Comdty
BO  K8,29-Dec-15,31.87,BOK8 Comdty
BO  V8,29-Dec-15,31.87,BOV8 Comdty
BO  Z9,29-Dec-15,31.87,BOZ9 Comdty
BO  K6,30-Dec-15,31.28,BOK6 Comdty
BO  Z9,30-Dec-15,32.17,BOZ9 Comdty
BO  N6,30-Dec-15,31.49,BON6 Comdty
BO  Q8,30-Dec-15,32.17,BOQ8 Comdty
BO  Q6,30-Dec-15,31.51,BOQ6 Comdty
BO  U8,30-Dec-15,32.17,BOU8 Comdty
BO  K7,30-Dec-15,32.18,BOK7 Comdty
BO  F6,30-Dec-15,30.84,BOF16 Comdty
BO  U7,30-Dec-15,32.31,BOU7 Comdty
BO  U6,30-Dec-15,31.54,BOU6 Comdty
BO  H7,30-Dec-15,32,BOH7 Comdty
BO  F7,30-Dec-15,31.8,BOF7 Comdty
BO  H6,30-Dec-15,31.07,BOH6 Comdty
BO  V8,30-Dec-15,32.17,BOV8 Comdty
BO  V6,30-Dec-15,31.5,BOV6 Comdty
BO  N9,30-Dec-15,32.17,BON9 Comdty
BO  Z6,30-Dec-15,31.57,BOZ6 Comdty
BO  N7,30-Dec-15,32.31,BON7 Comdty
BO  N8,30-Dec-15,32.17,BON8 Comdty
BO  F8,30-Dec-15,32.17,BOF8 Comdty
BO  Z8,30-Dec-15,32.17,BOZ8 Comdty
BO  Q7,30-Dec-15,32.28,BOQ7 Comdty
BO  K8,30-Dec-15,32.17,BOK8 Comdty
BO  H8,30-Dec-15,32.17,BOH8 Comdty
BO  V7,30-Dec-15,32.14,BOV7 Comdty
BO  Z7,30-Dec-15,32.17,BOZ7 Comdty
BO  V9,30-Dec-15,32.17,BOV9 Comdty
BO  N6,31-Dec-15,31.18,BON6 Comdty
BO  Q6,31-Dec-15,31.21,BOQ6 Comdty
BO  K6,31-Dec-15,30.96,BOK6 Comdty
BO  V9,31-Dec-15,31.74,BOV9 Comdty
BO  N8,31-Dec-15,31.74,BON8 Comdty
BO  V7,31-Dec-15,31.72,BOV7 Comdty
BO  Z9,31-Dec-15,31.74,BOZ9 Comdty
BO  K7,31-Dec-15,31.84,BOK7 Comdty
BO  Q8,31-Dec-15,31.74,BOQ8 Comdty
BO  U7,31-Dec-15,31.91,BOU7 Comdty
BO  F6,31-Dec-15,30.55,BOF16 Comdty
BO  F7,31-Dec-15,31.49,BOF7 Comdty
BO  V6,31-Dec-15,31.2,BOV6 Comdty
BO  H6,31-Dec-15,30.75,BOH6 Comdty
BO  H8,31-Dec-15,31.74,BOH8 Comdty
BO  Z6,31-Dec-15,31.24,BOZ6 Comdty
BO  K8,31-Dec-15,31.74,BOK8 Comdty
BO  U6,31-Dec-15,31.22,BOU6 Comdty
BO  Z7,31-Dec-15,31.74,BOZ7 Comdty
BO  H7,31-Dec-15,31.69,BOH7 Comdty
BO  V8,31-Dec-15,31.74,BOV8 Comdty
BO  U8,31-Dec-15,31.74,BOU8 Comdty
BO  Z8,31-Dec-15,31.74,BOZ8 Comdty
BO  N9,31-Dec-15,31.74,BON9 Comdty
BO  F8,31-Dec-15,31.74,BOF8 Comdty
BO  N7,31-Dec-15,31.97,BON7 Comdty
BO  Q7,31-Dec-15,31.91,BOQ7 Comdty
BO  K7,4-Jan-16,31.28,BOK7 Comdty
BO  Q6,4-Jan-16,30.62,BOQ6 Comdty
BO  K6,4-Jan-16,30.34,BOK6 Comdty
BO  U8,4-Jan-16,31.29,BOU8 Comdty
BO  N6,4-Jan-16,30.57,BON6 Comdty
BO  V9,4-Jan-16,31.29,BOV9 Comdty
BO  N8,4-Jan-16,31.29,BON8 Comdty
BO  F7,4-Jan-16,30.9,BOF7 Comdty
BO  V7,4-Jan-16,31.27,BOV7 Comdty
BO  V6,4-Jan-16,30.62,BOV6 Comdty
BO  H7,4-Jan-16,31.11,BOH7 Comdty
BO  N7,4-Jan-16,31.42,BON7 Comdty
BO  F6,4-Jan-16,29.93,BOF16 Comdty
BO  H6,4-Jan-16,30.12,BOH6 Comdty
BO  N9,4-Jan-16,31.29,BON9 Comdty
BO  Z6,4-Jan-16,30.67,BOZ6 Comdty
BO  F8,4-Jan-16,31.29,BOF8 Comdty
BO  U6,4-Jan-16,30.65,BOU6 Comdty
BO  Q7,4-Jan-16,31.41,BOQ7 Comdty
