pdt,order,value_date,underlying_id,vol_id,op_id,call_put_id,tau,strike,settle_vol
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,340,0.203338792
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,350,0.205549898
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,350,0.205549898
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,360,0.207490812
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,360,0.207490812
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,370,0.20987919600000002
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,370,0.20987919600000002
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,380,0.21427833300000002
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,380,0.21427833300000002
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,390,0.21954095399999998
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,390,0.21753672899999998
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,400,0.22408831699999998
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,400,0.22176455
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,410,0.230276163
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,410,0.22754217
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,420,0.235271628
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,420,0.231983358
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,430,0.244643255
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,430,0.24078154699999998
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,440,0.249451124
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,440,0.244724346
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,450,0.25947789600000004
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,450,0.24812733899999997
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,460,0.266545065
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,460,0.25281124899999996
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,470,0.277434747
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,470,0.261698285
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,480,0.28653727100000004
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,480,0.268178531
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,490,0.293648669
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,490,0.271603535
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,500,0.298389974
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,500,0.270558002
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,510,0.312840036
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,510,0.284024377
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,520,0.313694557
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,520,0.273230475
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,530,0.32697103
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,530,0.285213954
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,540,0.339906549
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,540,0.296901672
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,550,0.35251964700000005
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,550,0.308308394
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,560,0.34630809799999995
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,560,0.0
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,570,0.35787674399999997
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,570,0.0
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,580,0.36918338100000003
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,580,0.0
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,590,0.38023972799999994
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,590,0.0
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,600,0.391057238
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,600,0.0
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,610,0.401646535
